performance_id,employee_id,review_period,performance_rating,training_hours,promotion_flag
PERF008938,EMP02736,2024-H2,3,48,0
PERF008939,EMP02737,2024-H2,1,64,0
PERF008940,EMP02738,2024-H1,4,66,0
PERF008941,EMP02738,2024-H2,5,60,0
PERF008942,EMP02739,2022-H2,4,29,0
PERF008943,EMP02739,2023-H1,4,64,0
PERF008944,EMP02739,2023-H2,4,55,0
PERF008945,EMP02739,2024-H1,3,32,0
PERF008946,EMP02739,2024-H2,5,67,0
PERF008947,EMP02740,2024-H1,5,74,0
PERF008948,EMP02740,2024-H2,5,32,0
PERF008949,EMP02741,2024-H1,5,28,0
PERF008950,EMP02741,2024-H2,4,22,0
PERF008951,EMP02742,2022-H1,4,52,0
PERF008952,EMP02742,2022-H2,5,58,0
PERF008953,EMP02742,2023-H1,4,65,0
PERF008954,EMP02742,2023-H2,5,41,0
PERF008955,EMP02742,2024-H1,5,33,0
PERF008956,EMP02742,2024-H2,4,41,1
PERF008957,EMP02743,2022-H2,3,25,0
PERF008958,EMP02743,2023-H1,3,66,0
PERF008959,EMP02743,2023-H2,3,22,0
PERF008960,EMP02743,2024-H1,3,32,0
PERF008961,EMP02743,2024-H2,2,36,0
PERF008962,EMP02744,2023-H2,2,35,0
PERF008963,EMP02744,2024-H1,2,45,0
PERF008964,EMP02744,2024-H2,1,29,0
PERF008965,EMP02745,2022-H2,3,10,0
PERF008966,EMP02745,2023-H1,2,20,0
PERF008967,EMP02745,2023-H2,2,11,0
PERF008968,EMP02745,2024-H1,2,29,0
PERF008969,EMP02746,2023-H2,5,70,0
PERF008970,EMP02746,2024-H1,4,42,0
PERF008971,EMP02746,2024-H2,4,21,0
PERF008972,EMP02747,2023-H2,3,37,0
PERF008973,EMP02747,2024-H1,5,58,0
PERF008974,EMP02747,2024-H2,4,36,0
PERF008975,EMP02748,2022-H1,5,36,0
PERF008976,EMP02748,2022-H2,5,39,0
PERF008977,EMP02748,2023-H1,5,31,0
PERF008978,EMP02748,2023-H2,5,69,0
PERF008979,EMP02748,2024-H1,5,62,0
PERF008980,EMP02748,2024-H2,4,26,0
PERF008981,EMP02749,2023-H2,3,67,0
PERF008982,EMP02749,2024-H1,3,73,0
PERF008983,EMP02749,2024-H2,3,59,0
PERF008984,EMP02750,2023-H2,2,33,0
PERF008985,EMP02750,2024-H1,1,56,0
PERF008986,EMP02750,2024-H2,2,48,0
PERF008987,EMP02751,2022-H2,3,20,0
PERF008988,EMP02751,2023-H1,3,29,0
PERF008989,EMP02751,2023-H2,3,16,0
PERF008990,EMP02751,2024-H1,3,29,0
PERF008991,EMP02751,2024-H2,4,25,0
PERF008992,EMP02752,2023-H2,5,62,0
PERF008993,EMP02752,2024-H1,4,57,0
PERF008994,EMP02752,2024-H2,5,57,0
PERF008995,EMP02753,2024-H2,3,26,0
PERF008996,EMP02754,2024-H2,5,72,0
PERF008997,EMP02755,2024-H2,3,50,0
PERF008998,EMP02756,2024-H2,4,71,0
PERF008999,EMP02757,2024-H2,2,25,0
PERF009000,EMP02758,2023-H2,3,21,0
PERF009001,EMP02758,2024-H1,4,69,0
PERF009002,EMP02758,2024-H2,4,60,0
PERF009003,EMP02759,2023-H2,5,72,0
PERF009004,EMP02759,2024-H1,3,74,0
PERF009005,EMP02759,2024-H2,5,62,0
PERF009006,EMP02760,2023-H2,2,27,0
PERF009007,EMP02760,2024-H1,3,20,0
PERF009008,EMP02761,2022-H1,4,38,0
PERF009009,EMP02761,2022-H2,4,61,0
PERF009010,EMP02761,2023-H1,4,53,0
PERF009011,EMP02761,2023-H2,4,44,1
PERF009012,EMP02761,2024-H1,3,41,0
PERF009013,EMP02761,2024-H2,3,20,0
PERF009014,EMP02762,2024-H1,2,5,0
PERF009015,EMP02762,2024-H2,2,4,0
PERF009016,EMP02763,2024-H2,5,49,0
PERF009017,EMP02764,2024-H2,1,14,0
PERF009018,EMP02765,2024-H1,3,24,0
PERF009019,EMP02765,2024-H2,3,9,0
PERF009020,EMP02766,2024-H1,2,26,0
PERF009021,EMP02766,2024-H2,3,14,0
PERF009022,EMP02767,2023-H2,3,29,0
PERF009023,EMP02767,2024-H1,3,14,0
PERF009024,EMP02768,2022-H2,4,35,1
PERF009025,EMP02768,2023-H1,5,43,0
PERF009026,EMP02768,2023-H2,5,24,0
PERF009027,EMP02768,2024-H1,4,75,0
PERF009028,EMP02768,2024-H2,5,21,1
PERF009029,EMP02769,2024-H2,4,41,0
PERF009030,EMP02770,2024-H1,3,38,0
PERF009031,EMP02770,2024-H2,5,64,1
PERF009032,EMP02771,2022-H2,4,27,0
PERF009033,EMP02771,2023-H1,4,36,0
PERF009034,EMP02771,2023-H2,3,31,0
PERF009035,EMP02771,2024-H1,5,73,0
PERF009036,EMP02771,2024-H2,4,29,0
PERF009037,EMP02772,2024-H1,2,37,0
PERF009038,EMP02772,2024-H2,4,64,1
PERF009039,EMP02773,2024-H2,5,37,0
PERF009040,EMP02774,2023-H2,2,41,0
PERF009041,EMP02774,2024-H1,3,20,0
PERF009042,EMP02774,2024-H2,3,74,0
PERF009043,EMP02775,2024-H1,3,33,0
PERF009044,EMP02775,2024-H2,4,70,1
PERF009045,EMP02776,2022-H1,5,60,0
PERF009046,EMP02776,2022-H2,4,61,0
PERF009047,EMP02776,2023-H1,5,76,0
PERF009048,EMP02776,2023-H2,5,57,0
PERF009049,EMP02776,2024-H1,4,72,0
PERF009050,EMP02776,2024-H2,5,44,0
PERF009051,EMP02777,2024-H1,3,8,0
PERF009052,EMP02777,2024-H2,3,6,0
PERF009053,EMP02778,2022-H2,4,20,0
PERF009054,EMP02778,2023-H1,4,4,0
PERF009055,EMP02778,2023-H2,3,17,0
PERF009056,EMP02778,2024-H1,4,6,0
PERF009057,EMP02779,2024-H1,5,69,0
PERF009058,EMP02779,2024-H2,5,66,0
PERF009059,EMP02780,2022-H2,4,55,0
PERF009060,EMP02780,2023-H1,5,22,0
PERF009061,EMP02780,2023-H2,4,69,0
PERF009062,EMP02780,2024-H1,3,29,0
PERF009063,EMP02780,2024-H2,4,26,0
PERF009064,EMP02781,2022-H1,5,65,0
PERF009065,EMP02781,2022-H2,3,42,0
PERF009066,EMP02781,2023-H1,4,58,0
PERF009067,EMP02781,2023-H2,4,80,1
PERF009068,EMP02781,2024-H1,5,20,0
PERF009069,EMP02781,2024-H2,4,80,1
PERF009070,EMP02782,2024-H2,5,76,0
PERF009071,EMP02783,2024-H2,3,61,0
PERF009072,EMP02784,2024-H1,2,60,0
PERF009073,EMP02784,2024-H2,3,30,0
PERF009074,EMP02785,2022-H1,5,38,0
PERF009075,EMP02785,2022-H2,4,76,0
PERF009076,EMP02785,2023-H1,4,70,0
PERF009077,EMP02785,2023-H2,3,20,0
PERF009078,EMP02785,2024-H1,5,46,0
PERF009079,EMP02785,2024-H2,5,37,1
PERF009080,EMP02786,2024-H1,3,21,0
PERF009081,EMP02786,2024-H2,3,23,0
PERF009082,EMP02787,2022-H1,3,6,0
PERF009083,EMP02787,2022-H2,2,5,0
PERF009084,EMP02787,2023-H1,3,25,0
PERF009085,EMP02787,2023-H2,3,11,0
PERF009086,EMP02787,2024-H1,3,12,0
PERF009087,EMP02788,2024-H1,4,4,0
PERF009088,EMP02788,2024-H2,3,15,0
PERF009089,EMP02789,2024-H1,5,30,0
PERF009090,EMP02789,2024-H2,5,26,0
PERF009091,EMP02790,2024-H1,3,24,0
PERF009092,EMP02790,2024-H2,3,32,0
PERF009093,EMP02791,2024-H1,4,30,0
PERF009094,EMP02791,2024-H2,4,68,0
PERF009095,EMP02792,2022-H1,4,33,0
PERF009096,EMP02792,2022-H2,4,75,0
PERF009097,EMP02792,2023-H1,5,55,0
PERF009098,EMP02792,2023-H2,5,51,0
PERF009099,EMP02792,2024-H1,5,47,0
PERF009100,EMP02792,2024-H2,4,72,0
PERF009101,EMP02793,2022-H2,5,44,0
PERF009102,EMP02793,2023-H1,5,72,0
PERF009103,EMP02793,2023-H2,5,35,0
PERF009104,EMP02793,2024-H1,5,41,0
PERF009105,EMP02793,2024-H2,5,35,0
PERF009106,EMP02794,2024-H1,3,78,0
PERF009107,EMP02794,2024-H2,5,56,1
PERF009108,EMP02795,2023-H2,4,29,1
PERF009109,EMP02795,2024-H1,4,10,0
PERF009110,EMP02796,2024-H1,4,52,0
PERF009111,EMP02796,2024-H2,4,76,0
PERF009112,EMP02797,2023-H2,5,63,0
PERF009113,EMP02797,2024-H1,5,66,0
PERF009114,EMP02797,2024-H2,5,75,0
PERF009115,EMP02798,2023-H2,5,20,1
PERF009116,EMP02798,2024-H1,4,35,0
PERF009117,EMP02798,2024-H2,5,52,1
PERF009118,EMP02799,2024-H2,3,33,0
PERF009119,EMP02800,2022-H2,2,28,0
PERF009120,EMP02800,2023-H1,1,30,0
PERF009121,EMP02800,2023-H2,1,6,0
PERF009122,EMP02800,2024-H1,3,19,0
PERF009123,EMP02801,2022-H2,2,80,0
PERF009124,EMP02801,2023-H1,2,22,0
PERF009125,EMP02801,2023-H2,2,47,0
PERF009126,EMP02801,2024-H1,2,74,0
PERF009127,EMP02801,2024-H2,2,52,0
PERF009128,EMP02802,2024-H2,5,44,1
PERF009129,EMP02803,2023-H2,1,16,0
PERF009130,EMP02804,2024-H1,4,68,0
PERF009131,EMP02804,2024-H2,4,43,0
PERF009132,EMP02805,2023-H1,3,18,0
PERF009133,EMP02805,2023-H2,4,21,0
PERF009134,EMP02806,2023-H1,5,43,0
PERF009135,EMP02806,2023-H2,4,56,1
PERF009136,EMP02806,2024-H1,5,80,0
PERF009137,EMP02806,2024-H2,4,38,0
PERF009138,EMP02807,2022-H1,5,16,0
PERF009139,EMP02807,2022-H2,5,4,0
PERF009140,EMP02807,2023-H1,4,13,0
PERF009141,EMP02807,2023-H2,5,17,0
PERF009142,EMP02808,2022-H1,5,72,0
PERF009143,EMP02808,2022-H2,5,39,0
PERF009144,EMP02808,2023-H1,4,21,0
PERF009145,EMP02808,2023-H2,4,63,0
PERF009146,EMP02808,2024-H1,4,30,0
PERF009147,EMP02808,2024-H2,4,79,1
PERF009148,EMP02809,2022-H1,3,68,0
PERF009149,EMP02809,2022-H2,3,75,0
PERF009150,EMP02809,2023-H1,2,26,0
PERF009151,EMP02809,2023-H2,3,50,0
PERF009152,EMP02809,2024-H1,3,50,0
PERF009153,EMP02809,2024-H2,4,65,0
PERF009154,EMP02810,2023-H2,3,74,0
PERF009155,EMP02810,2024-H1,3,72,0
PERF009156,EMP02810,2024-H2,3,51,0
PERF009157,EMP02811,2024-H1,1,67,0
PERF009158,EMP02811,2024-H2,1,39,0
PERF009159,EMP02812,2022-H1,5,67,0
PERF009160,EMP02812,2022-H2,5,51,0
PERF009161,EMP02812,2023-H1,5,38,0
PERF009162,EMP02812,2023-H2,5,64,0
PERF009163,EMP02812,2024-H1,5,75,0
PERF009164,EMP02812,2024-H2,5,22,0
PERF009165,EMP02813,2023-H1,2,77,0
PERF009166,EMP02813,2023-H2,3,73,0
PERF009167,EMP02813,2024-H1,3,74,0
PERF009168,EMP02813,2024-H2,3,51,0
PERF009169,EMP02814,2022-H1,3,42,0
PERF009170,EMP02814,2022-H2,2,65,0
PERF009171,EMP02814,2023-H1,2,63,0
PERF009172,EMP02814,2023-H2,3,21,0
PERF009173,EMP02814,2024-H1,3,48,0
PERF009174,EMP02814,2024-H2,3,36,0
PERF009175,EMP02815,2023-H2,5,74,0
PERF009176,EMP02815,2024-H1,5,76,0
PERF009177,EMP02815,2024-H2,5,74,0
PERF009178,EMP02816,2023-H2,5,55,0
PERF009179,EMP02816,2024-H1,4,23,0
PERF009180,EMP02816,2024-H2,3,79,0
PERF009181,EMP02817,2024-H2,2,20,0
PERF009182,EMP02818,2022-H1,4,8,0
PERF009183,EMP02818,2022-H2,4,5,1
PERF009184,EMP02818,2023-H1,4,20,0
PERF009185,EMP02818,2023-H2,3,4,0
PERF009186,EMP02819,2022-H1,2,23,0
PERF009187,EMP02819,2022-H2,4,40,0
PERF009188,EMP02819,2023-H1,4,68,0
PERF009189,EMP02819,2023-H2,3,20,0
PERF009190,EMP02819,2024-H1,2,71,0
PERF009191,EMP02819,2024-H2,3,75,0
PERF009192,EMP02820,2022-H2,4,75,0
PERF009193,EMP02820,2023-H1,3,55,0
PERF009194,EMP02820,2023-H2,3,72,0
PERF009195,EMP02820,2024-H1,4,78,0
PERF009196,EMP02820,2024-H2,5,62,1
PERF009197,EMP02821,2023-H2,5,42,0
PERF009198,EMP02821,2024-H1,4,28,0
PERF009199,EMP02821,2024-H2,4,75,0
PERF009200,EMP02822,2022-H2,4,30,0
PERF009201,EMP02822,2023-H1,4,27,0
PERF009202,EMP02822,2023-H2,3,5,0
PERF009203,EMP02823,2022-H1,3,20,0
PERF009204,EMP02823,2022-H2,3,18,0
PERF009205,EMP02823,2023-H1,3,20,0
PERF009206,EMP02823,2023-H2,4,25,1
PERF009207,EMP02823,2024-H1,3,12,0
PERF009208,EMP02823,2024-H2,3,9,0
PERF009209,EMP02824,2022-H1,4,20,0
PERF009210,EMP02824,2022-H2,5,5,0
PERF009211,EMP02824,2023-H1,5,8,0
PERF009212,EMP02824,2023-H2,4,21,0
PERF009213,EMP02824,2024-H1,5,9,0
PERF009214,EMP02824,2024-H2,5,15,0
PERF009215,EMP02825,2022-H1,3,13,0
PERF009216,EMP02825,2022-H2,3,15,0
PERF009217,EMP02825,2023-H1,3,16,0
PERF009218,EMP02825,2023-H2,3,5,0
PERF009219,EMP02825,2024-H1,3,20,0
PERF009220,EMP02825,2024-H2,4,18,0
PERF009221,EMP02826,2023-H1,5,52,0
PERF009222,EMP02826,2023-H2,4,51,0
PERF009223,EMP02826,2024-H1,4,23,0
PERF009224,EMP02826,2024-H2,3,32,0
PERF009225,EMP02827,2022-H2,2,21,0
PERF009226,EMP02827,2023-H1,4,11,0
PERF009227,EMP02827,2023-H2,3,25,0
PERF009228,EMP02827,2024-H1,3,30,0
PERF009229,EMP02827,2024-H2,3,21,0
PERF009230,EMP02828,2023-H1,5,29,0
PERF009231,EMP02828,2023-H2,5,9,0
PERF009232,EMP02828,2024-H1,5,13,0
PERF009233,EMP02828,2024-H2,4,26,0
PERF009234,EMP02829,2022-H1,2,34,0
PERF009235,EMP02829,2022-H2,4,71,0
PERF009236,EMP02829,2023-H1,2,35,0
PERF009237,EMP02829,2023-H2,3,71,0
PERF009238,EMP02829,2024-H1,2,71,0
PERF009239,EMP02829,2024-H2,3,59,0
PERF009240,EMP02830,2022-H2,5,33,0
PERF009241,EMP02830,2023-H1,5,22,0
PERF009242,EMP02830,2023-H2,4,55,0
PERF009243,EMP02830,2024-H1,4,61,0
PERF009244,EMP02830,2024-H2,4,54,0
PERF009245,EMP02831,2024-H1,3,35,0
PERF009246,EMP02831,2024-H2,3,33,0
PERF009247,EMP02832,2023-H2,3,73,0
PERF009248,EMP02832,2024-H1,4,55,0
PERF009249,EMP02832,2024-H2,5,75,0
PERF009250,EMP02833,2023-H1,3,29,0
PERF009251,EMP02833,2023-H2,3,43,0
PERF009252,EMP02833,2024-H1,3,76,0
PERF009253,EMP02833,2024-H2,4,25,0
PERF009254,EMP02834,2024-H1,4,67,0
PERF009255,EMP02834,2024-H2,4,32,0
PERF009256,EMP02835,2024-H2,1,39,0
PERF009257,EMP02836,2023-H1,5,72,0
PERF009258,EMP02836,2023-H2,5,30,0
PERF009259,EMP02836,2024-H1,5,56,0
PERF009260,EMP02836,2024-H2,5,25,0
PERF009261,EMP02837,2022-H2,5,50,0
PERF009262,EMP02837,2023-H1,5,29,0
PERF009263,EMP02837,2023-H2,5,78,0
PERF009264,EMP02837,2024-H1,4,77,0
PERF009265,EMP02837,2024-H2,5,62,0
PERF009266,EMP02838,2023-H1,1,4,0
PERF009267,EMP02838,2023-H2,3,27,0
PERF009268,EMP02838,2024-H1,2,27,0
PERF009269,EMP02838,2024-H2,2,22,0
PERF009270,EMP02839,2022-H2,2,74,0
PERF009271,EMP02839,2023-H1,3,31,0
PERF009272,EMP02839,2023-H2,4,77,0
PERF009273,EMP02839,2024-H1,3,75,0
PERF009274,EMP02839,2024-H2,3,55,0
PERF009275,EMP02840,2024-H1,4,29,0
PERF009276,EMP02840,2024-H2,4,66,0
PERF009277,EMP02841,2022-H2,3,23,0
PERF009278,EMP02841,2023-H1,4,26,0
PERF009279,EMP02841,2023-H2,4,22,1
PERF009280,EMP02842,2023-H1,5,9,0
PERF009281,EMP02842,2023-H2,5,17,0
PERF009282,EMP02842,2024-H1,5,11,0
PERF009283,EMP02843,2024-H2,5,49,0
PERF009284,EMP02844,2023-H1,3,30,0
PERF009285,EMP02844,2023-H2,4,31,0
PERF009286,EMP02844,2024-H1,3,52,0
PERF009287,EMP02844,2024-H2,4,50,0
PERF009288,EMP02845,2022-H1,2,20,0
PERF009289,EMP02845,2022-H2,2,10,0
PERF009290,EMP02845,2023-H1,1,29,0
PERF009291,EMP02845,2023-H2,2,11,0
PERF009292,EMP02845,2024-H1,2,11,0
PERF009293,EMP02845,2024-H2,2,19,0
PERF009294,EMP02846,2024-H2,5,20,0
PERF009295,EMP02847,2022-H2,3,53,0
PERF009296,EMP02847,2023-H1,3,52,0
PERF009297,EMP02847,2023-H2,3,56,0
PERF009298,EMP02847,2024-H1,3,28,0
PERF009299,EMP02847,2024-H2,3,25,0
PERF009300,EMP02848,2022-H1,4,57,0
PERF009301,EMP02848,2022-H2,5,31,0
PERF009302,EMP02848,2023-H1,5,59,0
PERF009303,EMP02848,2023-H2,4,28,0
PERF009304,EMP02848,2024-H1,4,57,0
PERF009305,EMP02848,2024-H2,4,57,1
PERF009306,EMP02849,2023-H1,3,22,0
PERF009307,EMP02849,2023-H2,3,21,0
PERF009308,EMP02849,2024-H1,3,65,0
PERF009309,EMP02849,2024-H2,3,55,0
PERF009310,EMP02850,2022-H2,2,29,0
PERF009311,EMP02850,2023-H1,3,34,0
PERF009312,EMP02850,2023-H2,2,22,0
PERF009313,EMP02850,2024-H1,3,27,0
PERF009314,EMP02850,2024-H2,2,78,0
PERF009315,EMP02851,2024-H1,4,77,0
PERF009316,EMP02851,2024-H2,4,63,0
PERF009317,EMP02852,2023-H1,4,76,0
PERF009318,EMP02852,2023-H2,5,47,1
PERF009319,EMP02852,2024-H1,4,74,0
PERF009320,EMP02852,2024-H2,4,66,1
PERF009321,EMP02853,2022-H1,5,52,0
PERF009322,EMP02853,2022-H2,5,71,0
PERF009323,EMP02853,2023-H1,5,33,0
PERF009324,EMP02853,2023-H2,5,49,0
PERF009325,EMP02853,2024-H1,5,55,0
PERF009326,EMP02853,2024-H2,5,21,1
PERF009327,EMP02854,2024-H1,5,65,0
PERF009328,EMP02854,2024-H2,4,45,0
PERF009329,EMP02855,2022-H1,4,26,0
PERF009330,EMP02855,2022-H2,4,80,0
PERF009331,EMP02855,2023-H1,5,36,0
PERF009332,EMP02855,2023-H2,4,24,1
PERF009333,EMP02855,2024-H1,3,78,0
PERF009334,EMP02855,2024-H2,3,20,0
PERF009335,EMP02856,2023-H1,2,77,0
PERF009336,EMP02856,2023-H2,3,25,0
PERF009337,EMP02856,2024-H1,1,28,0
PERF009338,EMP02856,2024-H2,1,28,0
PERF009339,EMP02857,2022-H1,4,29,0
PERF009340,EMP02857,2022-H2,4,25,0
PERF009341,EMP02857,2023-H1,4,79,0
PERF009342,EMP02857,2023-H2,4,34,0
PERF009343,EMP02857,2024-H1,4,75,0
PERF009344,EMP02857,2024-H2,5,75,0
PERF009345,EMP02858,2022-H2,4,77,1
PERF009346,EMP02858,2023-H1,4,27,0
PERF009347,EMP02858,2023-H2,4,26,0
PERF009348,EMP02858,2024-H1,5,26,0
PERF009349,EMP02858,2024-H2,4,49,0
PERF009350,EMP02859,2023-H1,2,8,0
PERF009351,EMP02859,2023-H2,2,8,0
PERF009352,EMP02859,2024-H1,1,14,0
PERF009353,EMP02859,2024-H2,2,20,0
PERF009354,EMP02860,2022-H1,5,67,0
PERF009355,EMP02860,2022-H2,5,27,0
PERF009356,EMP02860,2023-H1,4,61,0
PERF009357,EMP02860,2023-H2,4,52,1
PERF009358,EMP02860,2024-H1,3,41,0
PERF009359,EMP02860,2024-H2,4,70,0
PERF009360,EMP02861,2024-H1,3,28,0
PERF009361,EMP02861,2024-H2,2,28,0
PERF009362,EMP02862,2023-H2,3,26,0
PERF009363,EMP02862,2024-H1,2,29,0
PERF009364,EMP02863,2024-H1,4,61,0
PERF009365,EMP02863,2024-H2,4,40,1
PERF009366,EMP02864,2023-H1,3,78,0
PERF009367,EMP02864,2023-H2,4,52,0
PERF009368,EMP02864,2024-H1,3,30,0
PERF009369,EMP02864,2024-H2,3,66,0
PERF009370,EMP02865,2023-H2,5,63,0
PERF009371,EMP02865,2024-H1,5,59,0
PERF009372,EMP02865,2024-H2,5,20,0
PERF009373,EMP02866,2024-H1,3,22,0
PERF009374,EMP02867,2023-H1,5,60,0
PERF009375,EMP02867,2023-H2,5,39,0
PERF009376,EMP02867,2024-H1,5,41,0
PERF009377,EMP02867,2024-H2,5,59,0
PERF009378,EMP02868,2022-H1,3,50,0
PERF009379,EMP02868,2022-H2,3,45,0
PERF009380,EMP02868,2023-H1,3,56,0
PERF009381,EMP02868,2023-H2,2,78,0
PERF009382,EMP02868,2024-H1,4,78,0
PERF009383,EMP02868,2024-H2,3,30,0
PERF009384,EMP02869,2022-H1,5,75,0
PERF009385,EMP02869,2022-H2,4,43,1
PERF009386,EMP02869,2023-H1,5,63,0
PERF009387,EMP02869,2023-H2,5,46,0
PERF009388,EMP02869,2024-H1,5,68,0
PERF009389,EMP02869,2024-H2,5,30,0
PERF009390,EMP02870,2022-H1,2,5,0
PERF009391,EMP02870,2022-H2,3,28,0
PERF009392,EMP02870,2023-H1,3,5,0
PERF009393,EMP02871,2022-H1,5,22,0
PERF009394,EMP02871,2022-H2,5,27,0
PERF009395,EMP02871,2023-H1,5,57,0
PERF009396,EMP02871,2023-H2,5,42,0
PERF009397,EMP02871,2024-H1,5,66,0
PERF009398,EMP02871,2024-H2,4,64,0
PERF009399,EMP02872,2024-H2,4,74,0
PERF009400,EMP02873,2023-H2,3,54,0
PERF009401,EMP02873,2024-H1,3,52,0
PERF009402,EMP02873,2024-H2,4,28,0
PERF009403,EMP02874,2022-H1,3,35,0
PERF009404,EMP02874,2022-H2,4,71,0
PERF009405,EMP02874,2023-H1,3,28,0
PERF009406,EMP02874,2023-H2,2,75,0
PERF009407,EMP02874,2024-H1,3,49,0
PERF009408,EMP02874,2024-H2,3,44,0
PERF009409,EMP02875,2022-H1,5,72,0
PERF009410,EMP02875,2022-H2,5,43,0
PERF009411,EMP02875,2023-H1,5,72,0
PERF009412,EMP02875,2023-H2,5,80,1
PERF009413,EMP02875,2024-H1,5,37,0
PERF009414,EMP02875,2024-H2,5,64,0
PERF009415,EMP02876,2023-H2,5,8,0
PERF009416,EMP02876,2024-H1,5,15,0
PERF009417,EMP02876,2024-H2,5,28,0
PERF009418,EMP02877,2022-H1,3,29,0
PERF009419,EMP02877,2022-H2,1,7,0
PERF009420,EMP02877,2023-H1,2,30,0
PERF009421,EMP02877,2023-H2,2,23,0
PERF009422,EMP02878,2024-H1,3,28,0
PERF009423,EMP02878,2024-H2,4,12,0
PERF009424,EMP02879,2024-H2,4,72,0
PERF009425,EMP02880,2024-H2,1,15,0
PERF009426,EMP02881,2024-H1,3,13,0
PERF009427,EMP02881,2024-H2,4,20,0
PERF009428,EMP02882,2022-H1,3,62,0
PERF009429,EMP02882,2022-H2,3,29,0
PERF009430,EMP02882,2023-H1,3,59,0
PERF009431,EMP02882,2023-H2,4,36,0
PERF009432,EMP02882,2024-H1,4,69,0
PERF009433,EMP02882,2024-H2,3,62,0
PERF009434,EMP02883,2024-H2,2,12,0
PERF009435,EMP02884,2024-H2,4,71,0
PERF009436,EMP02885,2022-H1,2,23,0
PERF009437,EMP02885,2022-H2,3,24,0
PERF009438,EMP02885,2023-H1,1,22,0
PERF009439,EMP02885,2023-H2,1,4,0
PERF009440,EMP02886,2024-H1,1,51,0
PERF009441,EMP02886,2024-H2,2,66,0
PERF009442,EMP02887,2022-H2,3,16,0
PERF009443,EMP02887,2023-H1,3,21,0
PERF009444,EMP02888,2023-H2,3,67,0
PERF009445,EMP02888,2024-H1,3,38,0
PERF009446,EMP02888,2024-H2,3,50,0
PERF009447,EMP02889,2024-H2,5,25,1
PERF009448,EMP02890,2024-H1,5,74,0
PERF009449,EMP02890,2024-H2,5,51,0
PERF009450,EMP02891,2022-H1,4,28,0
PERF009451,EMP02891,2022-H2,3,36,0
PERF009452,EMP02891,2023-H1,3,33,0
PERF009453,EMP02891,2023-H2,4,47,0
PERF009454,EMP02891,2024-H1,4,52,0
PERF009455,EMP02891,2024-H2,3,78,0
PERF009456,EMP02892,2022-H2,2,42,0
PERF009457,EMP02892,2023-H1,2,50,0
PERF009458,EMP02892,2023-H2,1,70,0
PERF009459,EMP02892,2024-H1,2,26,0
PERF009460,EMP02892,2024-H2,3,56,0
PERF009461,EMP02893,2022-H1,1,77,0
PERF009462,EMP02893,2022-H2,1,32,0
PERF009463,EMP02893,2023-H1,1,49,0
PERF009464,EMP02893,2023-H2,1,25,0
PERF009465,EMP02893,2024-H1,1,44,0
PERF009466,EMP02893,2024-H2,1,45,0
PERF009467,EMP02894,2022-H1,2,39,0
PERF009468,EMP02894,2022-H2,1,79,0
PERF009469,EMP02894,2023-H1,1,41,0
PERF009470,EMP02894,2023-H2,1,69,0
PERF009471,EMP02894,2024-H1,1,31,0
PERF009472,EMP02894,2024-H2,3,45,0
PERF009473,EMP02895,2022-H2,2,29,0
PERF009474,EMP02895,2023-H1,2,4,0
PERF009475,EMP02895,2023-H2,3,23,0
PERF009476,EMP02896,2024-H1,4,16,0
PERF009477,EMP02896,2024-H2,4,26,0
PERF009478,EMP02897,2022-H1,4,47,0
PERF009479,EMP02897,2022-H2,5,32,0
PERF009480,EMP02897,2023-H1,3,61,0
PERF009481,EMP02897,2023-H2,4,66,0
PERF009482,EMP02897,2024-H1,4,49,0
PERF009483,EMP02897,2024-H2,4,33,0
PERF009484,EMP02898,2023-H1,5,53,0
PERF009485,EMP02898,2023-H2,4,57,0
PERF009486,EMP02898,2024-H1,4,76,0
PERF009487,EMP02898,2024-H2,4,75,0
PERF009488,EMP02899,2022-H1,3,80,0
PERF009489,EMP02899,2022-H2,3,39,0
PERF009490,EMP02899,2023-H1,3,32,0
PERF009491,EMP02899,2023-H2,3,53,0
PERF009492,EMP02899,2024-H1,4,25,0
PERF009493,EMP02899,2024-H2,4,60,0
PERF009494,EMP02900,2024-H1,5,53,0
PERF009495,EMP02900,2024-H2,4,53,1
PERF009496,EMP02901,2024-H1,5,48,0
PERF009497,EMP02901,2024-H2,5,76,0
PERF009498,EMP02902,2023-H1,1,13,0
PERF009499,EMP02902,2023-H2,1,25,0
PERF009500,EMP02903,2022-H2,5,69,1
PERF009501,EMP02903,2023-H1,5,22,0
PERF009502,EMP02903,2023-H2,5,27,1
PERF009503,EMP02903,2024-H1,4,74,0
PERF009504,EMP02903,2024-H2,5,76,0
PERF009505,EMP02904,2023-H2,3,60,0
PERF009506,EMP02904,2024-H1,4,58,0
PERF009507,EMP02904,2024-H2,4,44,0
PERF009508,EMP02905,2023-H1,3,59,0
PERF009509,EMP02905,2023-H2,3,62,0
PERF009510,EMP02905,2024-H1,3,50,0
PERF009511,EMP02905,2024-H2,3,77,0
PERF009512,EMP02906,2022-H2,4,20,0
PERF009513,EMP02906,2023-H1,4,78,0
PERF009514,EMP02906,2023-H2,5,27,0
PERF009515,EMP02906,2024-H1,3,55,0
PERF009516,EMP02906,2024-H2,4,50,1
PERF009517,EMP02907,2022-H1,4,65,0
PERF009518,EMP02907,2022-H2,3,64,0
PERF009519,EMP02907,2023-H1,4,35,0
