attrition_id,employee_id,exit_date,attrition_reason,tenure_months,exit_interview_score
ATT00442,EMP01680,2023-08-21,Relocation,8,5.5
ATT00443,EMP01687,2024-12-23,Work-Life Balance,7,3.1
ATT00444,EMP01688,2024-08-29,Work-Life Balance,4,4.3
ATT00445,EMP01691,2024-09-11,Better Salary,21,7.4
ATT00446,EMP01702,2024-03-29,Health Reasons,9,8.1
ATT00447,EMP01706,2024-12-24,Health Reasons,6,6.8
ATT00448,EMP01708,2024-05-27,Better Salary,27,8.3
ATT00449,EMP01711,2024-09-29,Career Growth,28,3.8
ATT00450,EMP01715,2024-09-20,Better Salary,6,4.3
ATT00451,EMP01716,2024-09-17,Higher Education,26,8.3
ATT00452,EMP01720,2024-08-01,Personal Reasons,19,6.9
ATT00453,EMP01725,2023-02-14,Career Growth,7,5.3
ATT00454,EMP01726,2023-06-17,Better Salary,4,4.7
ATT00455,EMP01728,2024-12-31,Better Salary,3,7.9
ATT00456,EMP01731,2024-10-01,Work-Life Balance,4,5.2
ATT00457,EMP01735,2023-08-27,Better Salary,10,5.8
ATT00458,EMP01741,2023-08-31,Relocation,6,8
ATT00459,EMP01759,2024-11-12,Higher Education,4,7.1
ATT00460,EMP01761,2024-01-04,Career Growth,13,6
ATT00461,EMP01767,2023-11-12,Personal Reasons,14,6.9
ATT00462,EMP01769,2024-11-30,Career Growth,3,7
ATT00463,EMP01770,2023-05-03,Career Growth,4,8.4
ATT00464,EMP01781,2024-03-20,Health Reasons,19,8.1
ATT00465,EMP01783,2024-12-16,Better Salary,5,5.8
ATT00466,EMP01786,2024-08-23,Relocation,18,6.7
ATT00467,EMP01796,2024-12-25,Personal Reasons,5,7.2
ATT00468,EMP01797,2023-07-22,Relocation,9,4.8
ATT00469,EMP01798,2023-11-17,Better Salary,11,5.9
ATT00470,EMP01802,2024-05-10,Manager Issues,9,5.2
ATT00471,EMP01804,2024-12-22,Work-Life Balance,27,6.4
ATT00472,EMP01808,2024-09-09,Relocation,16,4.7
ATT00473,EMP01809,2023-03-12,Relocation,4,5.1
ATT00474,EMP01811,2024-01-02,Better Salary,24,3.1
ATT00475,EMP01815,2024-10-12,Better Salary,5,6.5
ATT00476,EMP01817,2024-12-26,Career Growth,5,2.2
ATT00477,EMP01825,2024-01-28,Relocation,16,2.6
ATT00478,EMP01826,2024-04-25,Career Growth,8,3.9
ATT00479,EMP01827,2023-11-21,Better Salary,20,6.4
ATT00480,EMP01828,2024-05-02,Better Salary,3,8
ATT00481,EMP01834,2024-10-15,Relocation,13,2.4
ATT00482,EMP01838,2024-06-11,Manager Issues,5,5
ATT00483,EMP01845,2023-09-08,Personal Reasons,8,4
ATT00484,EMP01848,2024-12-20,Health Reasons,12,5
ATT00485,EMP01849,2023-10-23,Career Growth,12,6
ATT00486,EMP01854,2024-12-18,Higher Education,14,5.4
ATT00487,EMP01858,2024-02-21,Health Reasons,6,2.4
ATT00488,EMP01861,2022-08-13,Work-Life Balance,5,6.4
ATT00489,EMP01862,2023-06-12,Better Salary,11,7.2
ATT00490,EMP01865,2024-11-05,Relocation,13,7.9
ATT00491,EMP01866,2024-05-09,Manager Issues,26,2.9
ATT00492,EMP01869,2024-08-02,Better Salary,26,4.9
ATT00493,EMP01870,2024-07-15,Career Growth,28,3
ATT00494,EMP01873,2024-09-09,Better Salary,30,7.5
ATT00495,EMP01875,2023-09-06,Better Salary,14,6.3
ATT00496,EMP01878,2024-06-23,Better Salary,12,4.3
ATT00497,EMP01882,2024-12-04,Higher Education,8,5.4
ATT00498,EMP01883,2024-12-04,Personal Reasons,10,6.7
ATT00499,EMP01885,2024-12-23,Health Reasons,7,7
ATT00500,EMP01886,2024-06-26,Better Salary,3,4.7
ATT00501,EMP01888,2024-07-19,Career Growth,24,8.5
ATT00502,EMP01896,2023-11-09,Better Salary,10,7.5
ATT00503,EMP01902,2024-09-18,Personal Reasons,9,7.2
ATT00504,EMP01904,2023-07-27,Work-Life Balance,10,5.5
ATT00505,EMP01905,2024-05-21,Better Salary,17,3.3
ATT00506,EMP01911,2024-01-07,Health Reasons,5,7
ATT00507,EMP01913,2024-09-27,Health Reasons,4,4.8
ATT00508,EMP01914,2024-07-06,Career Growth,13,2.9
ATT00509,EMP01918,2023-05-27,Career Growth,11,5.4
ATT00510,EMP01919,2024-11-18,Higher Education,6,8.2
ATT00511,EMP01923,2024-04-30,Better Salary,12,7.4
ATT00512,EMP01929,2024-06-22,Higher Education,28,2.1
ATT00513,EMP01932,2024-12-16,Career Growth,4,8.1
ATT00514,EMP01934,2024-06-18,Personal Reasons,10,2.5
ATT00515,EMP01935,2023-05-29,Relocation,4,2.1
ATT00516,EMP01939,2024-06-12,Better Salary,19,5.2
ATT00517,EMP01943,2023-08-03,Health Reasons,15,7.7
ATT00518,EMP01950,2024-11-10,Work-Life Balance,30,7.6
ATT00519,EMP01951,2024-07-13,Better Salary,28,3.6
ATT00520,EMP01954,2024-09-16,Career Growth,27,7.1
ATT00521,EMP01956,2023-01-20,Better Salary,7,7.9
ATT00522,EMP01959,2024-07-15,Relocation,11,5
ATT00523,EMP01965,2024-12-12,Health Reasons,3,3.5
ATT00524,EMP01966,2023-12-04,Better Salary,9,7.2
ATT00525,EMP01967,2023-03-27,Career Growth,13,3.4
ATT00526,EMP01971,2023-09-02,Higher Education,19,2.3
ATT00527,EMP01974,2024-09-22,Health Reasons,13,7.8
ATT00528,EMP01979,2024-04-09,Career Growth,7,7.3
ATT00529,EMP01980,2024-06-02,Manager Issues,13,2.9
ATT00530,EMP01983,2024-01-13,Better Salary,13,5.5
ATT00531,EMP01994,2023-05-01,Career Growth,10,4.3
ATT00532,EMP01995,2023-05-21,Work-Life Balance,14,3.6
ATT00533,EMP01998,2024-02-22,Manager Issues,6,6
ATT00534,EMP02000,2024-06-16,Better Salary,17,2.6
ATT00535,EMP02004,2024-07-05,Career Growth,12,3.2
ATT00536,EMP02005,2023-08-02,Relocation,7,4.9
ATT00537,EMP02011,2024-08-27,Higher Education,15,5.2
ATT00538,EMP02013,2023-08-13,Manager Issues,18,5.1
ATT00539,EMP02023,2022-10-10,Relocation,8,7.1
ATT00540,EMP02028,2024-01-08,Work-Life Balance,8,3
ATT00541,EMP02034,2023-02-02,Manager Issues,13,4.1
ATT00542,EMP02035,2023-11-05,Manager Issues,7,5.2
ATT00543,EMP02037,2024-09-24,Relocation,22,5.4
ATT00544,EMP02060,2024-02-04,Personal Reasons,22,4
ATT00545,EMP02073,2024-12-28,Health Reasons,17,6
ATT00546,EMP02074,2022-08-18,Personal Reasons,4,7.2
ATT00547,EMP02081,2024-05-07,Career Growth,6,7.3
ATT00548,EMP02092,2024-10-01,Better Salary,6,7.6
ATT00549,EMP02098,2024-11-15,Personal Reasons,4,5.9
ATT00550,EMP02109,2023-04-11,Career Growth,5,4.8
ATT00551,EMP02110,2023-11-25,Career Growth,17,4.9
ATT00552,EMP02111,2024-12-17,Work-Life Balance,3,2.6
ATT00553,EMP02113,2024-09-09,Career Growth,16,5
ATT00554,EMP02131,2023-05-07,Relocation,13,6
ATT00555,EMP02138,2023-12-11,Better Salary,15,4.8
ATT00556,EMP02144,2022-05-13,Relocation,3,5.5
ATT00557,EMP02146,2024-09-01,Manager Issues,12,4.7
ATT00558,EMP02154,2024-09-02,Career Growth,30,4.6
ATT00559,EMP02155,2024-08-26,Relocation,14,2.3
ATT00560,EMP02156,2024-09-06,Better Salary,8,6.4
ATT00561,EMP02157,2024-10-27,Career Growth,19,7.1
ATT00562,EMP02158,2024-01-12,Career Growth,7,3.2
ATT00563,EMP02159,2024-08-09,Career Growth,8,8.3
ATT00564,EMP02160,2024-05-01,Higher Education,13,7.6
ATT00565,EMP02163,2024-03-04,Work-Life Balance,7,8.3
ATT00566,EMP02172,2024-06-15,Work-Life Balance,20,6.1
ATT00567,EMP02173,2024-08-23,Health Reasons,10,8.1
ATT00568,EMP02176,2024-11-02,Higher Education,5,7.4
ATT00569,EMP02178,2023-01-16,Better Salary,5,6.4
ATT00570,EMP02182,2024-12-11,Personal Reasons,25,2.4
ATT00571,EMP02185,2024-07-06,Better Salary,26,4.3
ATT00572,EMP02186,2024-10-22,Higher Education,23,6.3
ATT00573,EMP02192,2024-04-20,Relocation,13,3.1
ATT00574,EMP02195,2024-12-18,Work-Life Balance,22,6.5
ATT00575,EMP02201,2023-11-04,Better Salary,15,2.9
ATT00576,EMP02205,2024-11-03,Better Salary,13,2.3
ATT00577,EMP02206,2023-10-20,Relocation,15,5.5
ATT00578,EMP02208,2024-03-29,Better Salary,14,3.5
ATT00579,EMP02209,2024-11-01,Better Salary,26,8.5
ATT00580,EMP02210,2022-12-24,Better Salary,4,3.2
ATT00581,EMP02215,2024-10-16,Career Growth,15,8.3
ATT00582,EMP02220,2024-01-14,Better Salary,16,5.9
ATT00583,EMP02223,2023-10-19,Work-Life Balance,11,5.6
ATT00584,EMP02229,2024-10-13,Better Salary,22,2.3
ATT00585,EMP02230,2022-07-08,Manager Issues,6,3.6
ATT00586,EMP02239,2024-04-19,Relocation,14,5.8
ATT00587,EMP02243,2024-04-19,Better Salary,19,2.9
ATT00588,EMP02256,2024-12-10,Better Salary,15,7
ATT00589,EMP02257,2024-12-13,Manager Issues,6,7.9
ATT00590,EMP02259,2024-06-02,Career Growth,3,4.3
ATT00591,EMP02269,2024-10-12,Better Salary,6,8
ATT00592,EMP02272,2023-09-15,Manager Issues,9,3.5
ATT00593,EMP02283,2024-02-01,Better Salary,16,2.3
ATT00594,EMP02285,2023-05-16,Better Salary,12,4.1
ATT00595,EMP02287,2023-04-17,Better Salary,12,7.4
ATT00596,EMP02288,2024-12-08,Higher Education,15,6.9
ATT00597,EMP02289,2024-10-10,Relocation,4,7.9
ATT00598,EMP02294,2023-05-13,Work-Life Balance,13,2.9
ATT00599,EMP02296,2024-02-16,Better Salary,4,5.2
ATT00600,EMP02311,2023-10-27,Higher Education,17,2.5
ATT00601,EMP02312,2024-01-27,Better Salary,9,2.3
ATT00602,EMP02315,2023-03-23,Better Salary,3,7.2
ATT00603,EMP02320,2024-08-15,Relocation,10,6.9
ATT00604,EMP02326,2024-08-29,Better Salary,24,6.6
ATT00605,EMP02327,2024-09-16,Manager Issues,7,3.3
ATT00606,EMP02331,2023-12-09,Work-Life Balance,14,8.4
ATT00607,EMP02336,2024-09-08,Career Growth,26,2.9
ATT00608,EMP02345,2023-12-23,Work-Life Balance,16,7.9
ATT00609,EMP02346,2024-12-29,Career Growth,10,6.2
ATT00610,EMP02349,2023-06-01,Work-Life Balance,10,2.9
ATT00611,EMP02354,2024-12-21,Personal Reasons,3,7.2
ATT00612,EMP02356,2022-08-03,Work-Life Balance,3,7.7
ATT00613,EMP02360,2024-08-06,Relocation,31,5
ATT00614,EMP02365,2024-10-07,Better Salary,30,7.8
ATT00615,EMP02378,2023-11-01,Career Growth,16,4.3
ATT00616,EMP02383,2024-04-01,Manager Issues,11,2.3
ATT00617,EMP02384,2023-05-09,Better Salary,15,4.3
ATT00618,EMP02399,2024-07-11,Relocation,16,3.8
ATT00619,EMP02401,2024-10-24,Relocation,7,8
ATT00620,EMP02403,2024-11-07,Personal Reasons,3,7.8
ATT00621,EMP02414,2023-01-14,Relocation,4,4.9
ATT00622,EMP02421,2024-01-03,Better Salary,18,6.9
ATT00623,EMP02425,2023-06-06,Work-Life Balance,14,5.8
ATT00624,EMP02430,2023-11-15,Better Salary,13,7.3
ATT00625,EMP02434,2024-08-28,Better Salary,13,7.1
ATT00626,EMP02435,2024-06-26,Better Salary,15,2.7
ATT00627,EMP02442,2024-01-03,Work-Life Balance,3,4.6
ATT00628,EMP02446,2023-12-05,Health Reasons,5,8.2
ATT00629,EMP02453,2024-11-10,Manager Issues,7,6.4
ATT00630,EMP02456,2024-08-23,Personal Reasons,7,2.3
ATT00631,EMP02458,2024-05-16,Career Growth,27,7.5
ATT00632,EMP02461,2023-06-20,Better Salary,5,7.8
ATT00633,EMP02463,2024-11-01,Career Growth,21,6.4
ATT00634,EMP02465,2024-12-11,Work-Life Balance,4,4.9
ATT00635,EMP02468,2024-08-14,Work-Life Balance,16,6.9
ATT00636,EMP02474,2024-04-01,Work-Life Balance,19,3.7
ATT00637,EMP02479,2023-12-27,Personal Reasons,19,4.7
ATT00638,EMP02480,2024-09-16,Relocation,10,4.9
ATT00639,EMP02482,2024-11-20,Better Salary,35,3.1
ATT00640,EMP02487,2024-07-25,Personal Reasons,5,6.2
ATT00641,EMP02488,2024-09-03,Higher Education,4,6.5
ATT00642,EMP02489,2024-09-22,Career Growth,27,2.6
ATT00643,EMP02496,2022-10-17,Manager Issues,7,6.6
ATT00644,EMP02498,2024-09-11,Higher Education,7,3.9
ATT00645,EMP02499,2024-12-18,Relocation,4,5.1
ATT00646,EMP02501,2024-12-05,Work-Life Balance,13,6
ATT00647,EMP02507,2024-08-06,Better Salary,20,6.5
ATT00648,EMP02510,2024-12-20,Career Growth,15,7.2
ATT00649,EMP02516,2024-03-07,Relocation,6,6.3
ATT00650,EMP02517,2024-09-25,Better Salary,20,4.4
ATT00651,EMP02523,2024-04-04,Health Reasons,8,7.4
ATT00652,EMP02525,2024-08-28,Work-Life Balance,5,7.2
ATT00653,EMP02527,2024-06-22,Better Salary,5,7.9
ATT00654,EMP02532,2024-07-14,Personal Reasons,5,8.5
ATT00655,EMP02534,2024-09-21,Work-Life Balance,5,6.2
ATT00656,EMP02535,2024-06-25,Work-Life Balance,6,4.9
ATT00657,EMP02542,2024-08-12,Career Growth,19,3.4
ATT00658,EMP02544,2024-06-20,Career Growth,10,2.7
ATT00659,EMP02553,2024-09-24,Career Growth,8,5.6
ATT00660,EMP02554,2024-10-28,Better Salary,6,5.7
ATT00661,EMP02565,2024-05-30,Better Salary,14,7.6
ATT00662,EMP02568,2024-10-19,Relocation,4,2.4
ATT00663,EMP02574,2023-08-21,Relocation,8,4.2
ATT00664,EMP02576,2024-06-19,Career Growth,16,7.1
ATT00665,EMP02588,2024-09-15,Career Growth,17,3.6
ATT00666,EMP02590,2024-01-25,Better Salary,4,6.3
ATT00667,EMP02593,2024-05-26,Career Growth,12,7.9
ATT00668,EMP02595,2024-06-27,Better Salary,9,8.3
ATT00669,EMP02598,2024-03-30,Better Salary,15,4.3
ATT00670,EMP02600,2024-12-28,Better Salary,4,3.4
ATT00671,EMP02608,2024-06-28,Manager Issues,7,4.3
ATT00672,EMP02610,2024-09-17,Better Salary,3,3.8
ATT00673,EMP02612,2023-04-07,Health Reasons,13,2.6
ATT00674,EMP02616,2024-04-27,Better Salary,11,2.7
ATT00675,EMP02619,2024-09-04,Personal Reasons,9,2.6
ATT00676,EMP02623,2024-12-08,Health Reasons,4,4.8
ATT00677,EMP02625,2024-08-15,Higher Education,23,4.1
ATT00678,EMP02627,2024-12-21,Better Salary,31,3.9
ATT00679,EMP02639,2024-11-05,Personal Reasons,11,8.3
ATT00680,EMP02642,2024-12-17,Work-Life Balance,13,6.7
ATT00681,EMP02647,2024-08-29,Personal Reasons,21,7.5
ATT00682,EMP02650,2024-11-02,Relocation,8,3.1
ATT00683,EMP02653,2023-12-20,Work-Life Balance,15,3.1
ATT00684,EMP02656,2024-02-17,Work-Life Balance,11,2.4
ATT00685,EMP02667,2024-02-22,Relocation,10,6.1
ATT00686,EMP02670,2023-11-13,Higher Education,6,8.4
ATT00687,EMP02678,2024-02-02,Career Growth,16,2.2
ATT00688,EMP02681,2023-09-03,Better Salary,10,5.1
ATT00689,EMP02697,2024-02-21,Higher Education,16,3.5
ATT00690,EMP02700,2023-09-10,Work-Life Balance,19,4.3
ATT00691,EMP02706,2024-05-28,Manager Issues,9,4.4
ATT00692,EMP02707,2024-08-14,Career Growth,23,4.6
ATT00693,EMP02714,2023-03-19,Personal Reasons,4,3.2
ATT00694,EMP02722,2024-04-26,Better Salary,9,3.7
ATT00695,EMP02724,2023-06-26,Health Reasons,8,7.3
ATT00696,EMP02731,2024-07-11,Better Salary,27,7.5
ATT00697,EMP02734,2024-09-26,Better Salary,4,7.8
ATT00698,EMP02735,2022-07-25,Relocation,4,8
ATT00699,EMP02745,2024-03-17,Work-Life Balance,19,5
ATT00700,EMP02751,2024-09-29,Work-Life Balance,26,4.7
ATT00701,EMP02757,2024-12-24,Career Growth,4,5.6
ATT00702,EMP02760,2024-03-27,Work-Life Balance,4,2.6
ATT00703,EMP02762,2024-12-08,Relocation,7,3.7
ATT00704,EMP02764,2024-12-30,Personal Reasons,3,5.9
ATT00705,EMP02765,2024-09-10,Better Salary,4,8.4
ATT00706,EMP02766,2024-10-11,Relocation,9,4.8
ATT00707,EMP02767,2024-01-05,Career Growth,4,3.7
ATT00708,EMP02777,2024-09-16,Better Salary,5,3.5
ATT00709,EMP02778,2024-06-20,Better Salary,24,4.7
ATT00710,EMP02786,2024-09-25,Health Reasons,7,6.8
ATT00711,EMP02787,2024-01-30,Better Salary,21,8.4
ATT00712,EMP02788,2024-11-25,Higher Education,5,5.8
ATT00713,EMP02795,2024-04-12,Manager Issues,5,4.7
ATT00714,EMP02800,2024-01-28,Personal Reasons,16,6.8
ATT00715,EMP02803,2023-12-22,Relocation,4,6.4
ATT00716,EMP02805,2023-09-22,Manager Issues,9,5.8
ATT00717,EMP02807,2023-12-07,Personal Reasons,22,5.9
ATT00718,EMP02818,2023-11-09,Better Salary,22,2.6
ATT00719,EMP02822,2023-07-06,Relocation,8,5
ATT00720,EMP02823,2024-07-20,Relocation,26,2.1
ATT00721,EMP02824,2024-09-04,Work-Life Balance,28,2.1
ATT00722,EMP02825,2024-11-02,Higher Education,32,3.7
ATT00723,EMP02827,2024-07-17,Better Salary,20,2.5
ATT00724,EMP02828,2024-09-26,Higher Education,17,4.2
ATT00725,EMP02838,2024-10-22,Health Reasons,18,3.2
ATT00726,EMP02841,2023-09-18,Higher Education,12,2
ATT00727,EMP02842,2024-01-21,Better Salary,8,7.7
ATT00728,EMP02845,2024-08-10,Higher Education,27,8
ATT00729,EMP02859,2024-10-06,Better Salary,18,6.6
ATT00730,EMP02861,2024-12-04,Work-Life Balance,6,3.2
ATT00731,EMP02862,2024-03-24,Career Growth,5,4.5
ATT00732,EMP02866,2024-06-29,Relocation,4,2.3
ATT00733,EMP02870,2023-05-11,Work-Life Balance,14,3.4
ATT00734,EMP02876,2024-07-11,Work-Life Balance,12,4.5
ATT00735,EMP02877,2023-07-26,Better Salary,18,8.1
ATT00736,EMP02878,2024-12-29,Higher Education,7,4
ATT00737,EMP02880,2024-10-12,Career Growth,3,5.1
ATT00738,EMP02881,2024-11-15,Relocation,8,3.2
ATT00739,EMP02883,2024-12-23,Better Salary,4,6.6
ATT00740,EMP02885,2023-11-13,Better Salary,20,6.5
ATT00741,EMP02887,2023-01-08,Career Growth,4,7
ATT00742,EMP02895,2023-08-18,Better Salary,8,5.5
ATT00743,EMP02896,2024-09-06,Personal Reasons,4,3.3
ATT00744,EMP02902,2023-12-23,Relocation,7,6.8
ATT00745,EMP02913,2024-08-19,Work-Life Balance,30,7.2
ATT00746,EMP02921,2023-10-20,Relocation,16,4.8
ATT00747,EMP02928,2024-07-03,Manager Issues,7,7.6
ATT00748,EMP02930,2024-08-18,Health Reasons,7,3.1
ATT00749,EMP02932,2024-10-12,Career Growth,28,3.9
ATT00750,EMP02934,2023-10-17,Better Salary,6,3.1
ATT00751,EMP02939,2024-12-25,Better Salary,3,5.1
ATT00752,EMP02941,2023-04-05,Career Growth,6,6.2
ATT00753,EMP02942,2024-12-30,Work-Life Balance,8,8.2
ATT00754,EMP02944,2024-04-04,Career Growth,16,7.3
ATT00755,EMP02951,2024-06-02,Personal Reasons,8,7.2
ATT00756,EMP02956,2024-08-25,Relocation,5,7
ATT00757,EMP02962,2024-06-17,Work-Life Balance,4,3.2
ATT00758,EMP02968,2024-08-11,Career Growth,4,7.5
ATT00759,EMP02969,2024-10-26,Health Reasons,3,4.3
ATT00760,EMP02982,2024-11-05,Career Growth,3,4.1
ATT00761,EMP02985,2024-10-18,Better Salary,7,6.1
ATT00762,EMP02988,2024-07-16,Manager Issues,3,2.7
ATT00763,EMP02989,2022-05-02,Work-Life Balance,3,2.3
ATT00764,EMP02992,2023-11-29,Work-Life Balance,17,8.3
ATT00765,EMP02998,2024-11-22,Career Growth,4,4.4
ATT00766,EMP02999,2024-03-15,Work-Life Balance,10,4.1
ATT00767,EMP03009,2024-04-03,Relocation,4,5.4
ATT00768,EMP03017,2024-12-28,Personal Reasons,18,3.2
ATT00769,EMP03018,2024-11-07,Higher Education,6,5.9
ATT00770,EMP03021,2024-03-20,Personal Reasons,13,6.6
ATT00771,EMP03025,2023-06-23,Higher Education,11,2.5
ATT00772,EMP03027,2024-07-13,Better Salary,25,3.1
ATT00773,EMP03035,2023-06-03,Manager Issues,9,6.6
ATT00774,EMP03050,2022-09-04,Work-Life Balance,5,7.5
ATT00775,EMP03052,2024-03-19,Higher Education,4,5.6
ATT00776,EMP03056,2024-09-20,Manager Issues,25,6.7
ATT00777,EMP03066,2024-12-20,Higher Education,7,4.2
ATT00778,EMP03071,2024-03-05,Career Growth,12,3.4
ATT00779,EMP03073,2023-06-19,Personal Reasons,5,3
ATT00780,EMP03074,2022-12-22,Personal Reasons,5,4.1
ATT00781,EMP03075,2024-09-17,Higher Education,26,7.5
ATT00782,EMP03101,2024-09-27,Career Growth,19,3.8
ATT00783,EMP03110,2024-03-11,Relocation,15,8.4
ATT00784,EMP03124,2024-01-04,Work-Life Balance,20,8.1
ATT00785,EMP03130,2024-03-15,Relocation,4,8.2
ATT00786,EMP03133,2024-07-02,Work-Life Balance,3,2.2
ATT00787,EMP03142,2024-12-07,Work-Life Balance,5,2.4
ATT00788,EMP03148,2024-01-27,Manager Issues,3,3.5
ATT00789,EMP03152,2024-03-26,Career Growth,8,3.7
ATT00790,EMP03154,2023-10-28,Work-Life Balance,6,7.1
ATT00791,EMP03160,2024-09-27,Career Growth,22,6.9
ATT00792,EMP03161,2024-11-15,Manager Issues,4,7.2
ATT00793,EMP03169,2024-11-05,Manager Issues,17,7.9
ATT00794,EMP03181,2024-12-06,Better Salary,10,6.5
ATT00795,EMP03183,2024-12-10,Better Salary,6,7.3
ATT00796,EMP03186,2024-10-05,Better Salary,9,7.9
ATT00797,EMP03197,2024-07-22,Personal Reasons,20,4
ATT00798,EMP03198,2022-11-01,Better Salary,4,2
ATT00799,EMP03205,2024-11-28,Career Growth,7,8.3
ATT00800,EMP03209,2024-06-17,Career Growth,7,6.5
ATT00801,EMP03218,2023-08-23,Relocation,4,8.1
ATT00802,EMP03230,2024-12-26,Relocation,33,2.9
ATT00803,EMP03231,2024-12-31,Higher Education,3,4.1
ATT00804,EMP03252,2023-12-01,Work-Life Balance,6,2.4
ATT00805,EMP03256,2024-02-19,Career Growth,16,3.6
ATT00806,EMP03257,2024-11-08,Health Reasons,22,4.9
ATT00807,EMP03258,2024-01-24,Better Salary,7,8.3
ATT00808,EMP03286,2023-08-21,Work-Life Balance,4,5.5
ATT00809,EMP03289,2023-12-04,Higher Education,9,4.8
ATT00810,EMP03315,2024-12-08,Better Salary,9,6.4
ATT00811,EMP03318,2023-07-18,Manager Issues,5,7.3
ATT00812,EMP03325,2024-03-06,Higher Education,11,2.8
ATT00813,EMP03352,2024-11-25,Better Salary,6,7.1
ATT00814,EMP03353,2024-06-16,Manager Issues,10,7.6
ATT00815,EMP03361,2024-12-20,Higher Education,12,6.2
ATT00816,EMP03369,2024-09-10,Career Growth,9,7.7
ATT00817,EMP03371,2024-04-02,Career Growth,6,3.2
ATT00818,EMP03377,2024-05-16,Better Salary,6,4.6
ATT00819,EMP03379,2024-04-05,Relocation,20,5
ATT00820,EMP03383,2024-12-25,Manager Issues,4,7.1
ATT00821,EMP03387,2024-12-17,Better Salary,4,7.8
ATT00822,EMP03395,2024-07-24,Personal Reasons,10,7.7
ATT00823,EMP03397,2023-05-28,Health Reasons,3,2.4
ATT00824,EMP03398,2023-09-07,Relocation,10,3.7
ATT00825,EMP03400,2024-10-06,Higher Education,14,4.6
ATT00826,EMP03413,2024-06-29,Career Growth,4,2.6
ATT00827,EMP03421,2024-10-26,Better Salary,19,4.2
ATT00828,EMP03422,2023-08-25,Better Salary,5,5.1
ATT00829,EMP03426,2024-10-20,Career Growth,3,7.9
ATT00830,EMP03428,2024-12-11,Relocation,3,6.8
ATT00831,EMP03429,2024-12-28,Career Growth,4,4.9
ATT00832,EMP03433,2022-12-07,Personal Reasons,5,5.2
ATT00833,EMP03450,2024-11-02,Manager Issues,3,6.3
ATT00834,EMP03465,2024-07-01,Relocation,26,2.6
ATT00835,EMP03467,2024-12-04,Personal Reasons,7,5.4
ATT00836,EMP03480,2024-11-03,Manager Issues,20,5.3
ATT00837,EMP03493,2024-12-28,Work-Life Balance,3,6.7
ATT00838,EMP03494,2024-06-21,Health Reasons,4,4.5
ATT00839,EMP03496,2024-11-12,Career Growth,18,2.6
ATT00840,EMP03498,2024-08-13,Career Growth,23,6.9
ATT00841,EMP03499,2024-11-26,Better Salary,23,3.9
ATT00842,EMP03514,2023-05-20,Work-Life Balance,10,5.5
ATT00843,EMP03515,2024-08-16,Personal Reasons,4,6.7
ATT00844,EMP03518,2024-08-30,Personal Reasons,19,2.7
ATT00845,EMP03527,2024-09-17,Relocation,4,8.2
ATT00846,EMP03534,2023-09-03,Higher Education,4,2.7
ATT00847,EMP03545,2024-07-28,Relocation,4,3.2
ATT00848,EMP03555,2024-04-22,Better Salary,10,4.4
ATT00849,EMP03563,2024-12-29,Higher Education,33,5.7
ATT00850,EMP03575,2023-01-29,Relocation,5,4.1
ATT00851,EMP03578,2024-07-30,Relocation,17,2.3
ATT00852,EMP03580,2024-10-12,Work-Life Balance,24,7.9
ATT00853,EMP03583,2024-11-05,Manager Issues,34,6.3
ATT00854,EMP03594,2024-09-14,Career Growth,7,5.8
ATT00855,EMP03599,2024-10-30,Relocation,5,2.3
ATT00856,EMP03611,2024-11-12,Work-Life Balance,4,6.6
ATT00857,EMP03614,2023-06-10,Health Reasons,16,3.9
ATT00858,EMP03633,2024-09-26,Health Reasons,25,4.9
ATT00859,EMP03638,2022-10-26,Better Salary,3,4.7
ATT00860,EMP03640,2024-05-07,Manager Issues,28,3.3
ATT00861,EMP03643,2024-04-11,Better Salary,7,5.9
ATT00862,EMP03645,2024-12-26,Manager Issues,4,8.3
ATT00863,EMP03651,2024-10-27,Better Salary,7,8.1
ATT00864,EMP03653,2024-12-31,Career Growth,20,3.5
ATT00865,EMP03655,2024-12-30,Career Growth,13,3
ATT00866,EMP03662,2024-12-22,Better Salary,6,4.5
ATT00867,EMP03663,2024-10-10,Relocation,6,3.6
ATT00868,EMP03666,2024-09-08,Health Reasons,4,2.1
ATT00869,EMP03687,2024-10-09,Health Reasons,10,8.3
ATT00870,EMP03691,2024-05-16,Career Growth,20,7.6
ATT00871,EMP03693,2024-12-08,Personal Reasons,3,7.6
ATT00872,EMP03696,2023-10-24,Health Reasons,9,6.3
ATT00873,EMP03705,2024-03-11,Manager Issues,26,6.3
ATT00874,EMP03716,2024-05-04,Higher Education,11,4.5
ATT00875,EMP03718,2024-12-02,Manager Issues,8,7.1
ATT00876,EMP03734,2024-04-07,Relocation,24,3.7
ATT00877,EMP03735,2024-11-09,Career Growth,30,2.3
ATT00878,EMP03737,2024-06-27,Career Growth,18,2.8
ATT00879,EMP03741,2024-11-09,Relocation,3,4.6
ATT00880,EMP03745,2024-04-03,Better Salary,22,5.6
ATT00881,EMP03747,2024-05-20,Relocation,5,7.3
ATT00882,EMP03748,2023-06-02,Higher Education,12,4.1
ATT00883,EMP03752,2024-11-26,Work-Life Balance,30,5.5
ATT00884,EMP03766,2024-10-09,Manager Issues,5,7.2
ATT00885,EMP03768,2024-08-06,Manager Issues,17,6.3
